time,window,count,score,edu
2014-10-06 14:00:00,135,768,-0.043144384453632285,1
2014-10-06 14:00:00,135,4305,-0.0313209897162319,0
2014-10-06 15:00:00,136,496,-0.04310323529490563,1
2014-10-06 15:00:00,136,4545,-0.04180255090726733,0
2014-10-06 16:00:00,137,366,-0.020352448963997485,1
2014-10-06 16:00:00,137,5172,-0.037251360140756494,0
2014-10-06 17:00:00,138,351,-0.045375354013061336,1
2014-10-06 17:00:00,138,5262,-0.040005936032830945,0
2014-10-06 18:00:00,139,282,-0.054030577787676365,1
2014-10-06 18:00:00,139,7554,-0.03679475163175488,0
2014-10-06 19:00:00,140,348,-0.031250849144128005,1
2014-10-06 19:00:00,140,10517,-0.03769796983639039,0
2014-10-06 20:00:00,141,402,-0.045704827566357,1
2014-10-06 20:00:00,141,11157,-0.03866743784219351,0
2014-10-06 21:00:00,142,306,-0.05408532295801602,1
2014-10-06 21:00:00,142,11555,-0.03749792579588478,0
2014-10-06 22:00:00,143,414,-0.037423044804492434,1
2014-10-06 22:00:00,143,10074,-0.03226451341309016,0
2014-10-06 23:00:00,144,264,-0.03438892553409125,1
2014-10-06 23:00:00,144,7068,-0.03751630826448005,0
2014-10-07 00:00:00,145,195,-0.04192433174896178,1
2014-10-07 00:00:00,145,4140,-0.04081531715046763,0
2014-10-07 01:00:00,146,162,-0.08778919818407992,1
2014-10-07 01:00:00,146,2496,-0.043875367382726294,0
2014-10-07 02:00:00,147,69,-0.0701286570851788,1
2014-10-07 02:00:00,147,1341,-0.042499715377636714,0
2014-10-07 03:00:00,148,60,-0.0381998438665175,1
2014-10-07 03:00:00,148,792,-0.04830805277798262,0
2014-10-07 04:00:00,149,42,0.03337899877899874,1
2014-10-07 04:00:00,149,528,-0.043346122047437034,0
2014-10-07 05:00:00,150,15,-0.03382499999999999,1
2014-10-07 05:00:00,150,711,-0.04394601354571777,0
2014-10-07 06:00:00,151,51,-0.06263185596819369,1
2014-10-07 06:00:00,151,1959,-0.03531728152411269,0
2014-10-07 07:00:00,152,420,-0.013877431283875563,1
2014-10-07 07:00:00,152,3699,-0.03378406128337682,0
2014-10-07 08:00:00,153,744,-0.04202514695979219,1
2014-10-07 08:00:00,153,3240,-0.03883461734749928,0
2014-10-07 09:00:00,154,930,-0.04146709750027977,1
2014-10-07 09:00:00,154,3222,-0.04054749788613105,0
2014-10-07 10:00:00,155,1047,-0.04424209612321409,1
2014-10-07 10:00:00,155,3525,-0.04257165323369518,0
2014-10-07 11:00:00,156,1200,-0.04396921885213284,1
2014-10-07 11:00:00,156,3717,-0.03939744510770438,0
